id,text,binary_label
387126,Orden für Baerbock: So war ihre Rede bei der Verleihung in Aachen https://t.co/rIocSi5dTX via @wdr Die ARD zeigt eine zweistündige Zusammenfassung am Montag um 20:15 Uhr.,0.0
387127,Chapeau an @MAStrackZi für das mega Kostüm. Aber herzliche Glückwünsche an @ABaerbock zur Verleihung des Orden wider den tierischen Ernst. Gute Wahl des #AKV #Aachen #owdte23 #Fastelovvend,0.0
387128,Finde den Fake. Ein bisschen Spaß muss sein... #Baerbock #Krieg #Karneval https://t.co/kq1xa7agYn,0.0
387129,"https://t.co/9VL85uhQ4x Warum wird ein Palästinenser wie auch andere, die durch unzählig sichere Länder reisen hier überhaupt aufgenommen? Was für irrgeleitete Politiker regieren unser Land? #Scholz @NancyFaeser #SPD #Habeck #Grüne #Baerbock",0.0
387130,"Die schwarze rheinische Elite hat sich an die #grüne Mehrheitsbeschafferin mit einem Orden publikumswirksam angeschleimt.

#Aachen
#Baerbock",0.0
387132,"Wahl Abgeordnetenhaus #Berlin:
#Forsa sieht Linkskoalition kräftig auf die Birne fliegen, minus 7,5%.

#CDU 26
#SPD unterirdische 18
#Baerbock lässt #Gruene auf 17 purzeln 
#FDP von #Lindner muss um jede Stimme zittern, könnte in Hauptstadt hops gehen.",0.0
387133,"Danke Annalena Baerbock, jetzt weiß ich endlich, was Fachkräftemangel bedeutet.

https://t.co/Ib42stJn0W",0.0
387134,"Als ganz offensichtlich ebenso ausgewiesener Experte für Völkerrecht wie Frau #Baerbock ist Ihnen ja sicherlich klar, dass jenes besagte Recht auslegungsfähig ist, demnach #Russland nicht zwingend die Ansicht deutscher Musiker übernehmen muß.",0.0
387135,"Außenministerin @ABaerbock hält eine humoristische Rede. @JoergSchindler von @dieLinke findet (der mir zu meiner eigenen Überraschung folgt) findet eine Passage „geschmacklos“.
Ich widerspreche ihm. Er entfolgt. 🤣
Was ist nur aus #KritikUndSelbstkritik der #DDR geworden? 🤡 https://t.co/k9w936IPl8",0.0
387136,Carsten Stahl ist RICHTIG SAUER !!! Annalena Baerbock bekommt ihr Fett w... https://t.co/eGl6mhyI1p via @YouTube,0.0
387137,"Russland den Krieg erklären &amp; dann Karnevalsorden abholen 🤡 Dieses Land ist zwar sowas von im Eimer, aber lustig für Freunde des britischen Humors. „Es ist lustig, wenn Tote drin vorkommen..“ #baerbock #staatsversagen #realsatire",1.0
387139,"Ist die #Baerbock jetzt völlig durchgeknallt? 
Soll das lustig sein?
Und der #OwdtE ist ja wohl das Allerletzte. Nazi-Geschrei. Lachen über Krieg und Faschismus. 
Deutschland, wie widerlich Du bist!
#Kriegstreiberin #Leopard https://t.co/vPophBURCY",1.0
387140,Berlin SPD in Krisen gut Corona Arbeitsplätze gerettet Krieg Vorsichtiges Handel nicht das man im Krieg ist Gut das SPD Herr Scholz regiert Grün Frau Baerbock FDP Frau Strack Zimmermann Explosionsgefahr CDU macht Wahlkampf mit Krieg Gefährlich Berlin SPD Stark Rentner Familien,0.0
387141,"… man sollte diese für das Migranten-Chaos mitverantwortlichen GRÜNEN Damen, Göhring-Eckardt, Roth, Baerbock &amp; Co. vielleicht einmal in so eine überfüllte männliche Flüchtlingsunterkunft stecken, vielleicht würden sie dann begreifen, warum Eltern Angst um ihre Kinder haben !",1.0
387142,"Als Oppositionspolitikerin forderte Annalena Baerbock die sofortige Freilassung des Wikileaks-Gründers und sprach von schwerwiegenden Verstößen gegen die Europäische Menschenrechtskonvention. Doch jetzt ist sie Außenministerin. 

https://t.co/U3syEI1dZZ",0.0
387143,"""Ich wollte eigentlich als Leopard kommen""

- Annalena Baerbock",0.0
387144,"Er gilt als höchste karnevalistische Ehrung: Außenministerin Annalena #Baerbock nimmt in Aachen den Orden wider den tierischen Ernst entgegen – und bekommt den größten Applaus, als sie über ernste Themen spricht. https://t.co/3qnoWo1R1I",0.0
387145,Carsten Stahl ist sauer - zurecht? #shorts #Carsten Stahl #Bärbock https://t.co/BEhGp0OWfn via @YouTube,0.0
387146,"#Wuest in Sachen peinlicher Anbiederung kaum zu überbieten.

Er wird dereinst als Teil derer in die Parteigeschichte eingehen, die der #CDU den Rest der noch verbliebenen konservativen Grundierung von der Karosse geschmirgelt haben.

#Baerbock",0.0
387147,😂😂😂 dumm wie Baerbock,0.0
387148,"Ich habe einen spannenden Artikel gefunden. https://t.co/GRPY9TE84r via @tonline 
Die Bundesregierung prüft ? 😂😂😂 wie das denn ? Wer ? Baerbock ? Die würde jede Wolke für einen Ballon halten und sofort ne Atombombe los jagen !",1.0
387149,🫰an @ABaerbock! Was für eine Rede. 🥳,0.0
387150,dieBasis zeigt Außenministerin Baerbock beim Internationalen Strafgerichtshof an - dieBasis | Basisdemokratische Partei Deutschland #Friedensverhandlungen #peace  https://t.co/2uYEsCfDIV,0.0
387151,Wäre Baerbock oder Habeck Kanzler*in stünden sowohl Grüne als auch SPD erheblich besser da...,0.0
387152,Baerbock tritt häufig moralisierend und belehrend auf - im Alltag fehlt der Humor.,0.0
387153,"täuscht mein eindruck oder twittern die politiker deutlich weniger?
söder, baerbock, lang, wüst usw.",0.0
387154,Fand diesen Move auch bemerkenswert: #Greenpeace kritisiert #Baerbock wegen mangelnder Diplomatie…,0.0
387155,"Außenministerin Baerbock: ""Wir sind im Krieg mit Russland!"" 
Wir nicht! - Wir stehen für Frieden und Diplomatie!
Runter von der Couch! https://t.co/EY4KN4TSh7",0.0
387156,"...»Ich habe lange überlegt, was meine Verkleidung angeht«, sagte Baerbock. Die Verkleidung als Leopard schied aus – sie habe Sorge gehabt, dass das Kanzleramt keine Reisegenehmigung erteile, sagte die Außenministerin mit ironischem Ton...

https://t.co/aomUjN4A4X",0.0
387157,"Nicht nur das von Baerbock. 
Auch von allen anderen Politikern in der #AmpelDesGrauens .
#DieAmpelmussweg
#BaerbockMussWeg 
#BaerbockRuecktritt",0.0
387158,DKP fordert Entlassung von Annalena Baerbock https://t.co/Wu99MyOjYa via @UnsereZeit_UZ,0.0
387159,"Frau Baerbock ist im Krieg und Herr Scholz sieht keiner Gefahr. Ich möchte an das 1989 in der Kaserne friedliche verbleiben und der Rückzug der Rote Armee Hinweisen. Der besondere Politische, Historische und Wirtschaftliche Beziehung zur Russland. Diese Regierung zerstört dies !",1.0
387160,Großartigst! 👏🏼 🥰 Ich bin stolz auf @ABaerbock 👍🏼,0.0
387161,"Meiner Meinung nach das umfangreichste, aufschlussreichste und informativste Interview über die aktuelle Lage in der #Ukraine. #Russland #Bakhmut #Baerbock #Putin #Waffenlieferungen #Diplomatie

https://t.co/LD00QaA7RF",0.0
387162,"Noch mal zum Verständnis, liebe #querficker: #Baerbock, #scholz und #Habeck, die Eurer Meinung nach komplett unfähig sind, treiben gleichzeitig die von den #globalisten geplante #Umvolkung in Deutschland voran?",0.0
387163,Baerbock treten Sie zurück!Sie gefährden unser Leben und die Zukunft unserer Kinder! Diplomatie und Frieden!,1.0
387164,Gefährliche Eskalation: „BAERBOCK ist eine tickende ZEITB….“ https://t.co/7sQiNEGkot via @YouTube,1.0
387165,"So ruhig und weise.😊👍
Das Gegenteil von Baerbock &amp; Co",0.0
387166,Hat #Baerbock Stubenarrest? Ihr Schweigen ist ohrenbetäubend.,0.0
387167,"Die Affäre um den mutmaßlichen chinesischen #Spionageballon sagt viel aus über den derzeitigen Zeitgeist. Zeit für Musik, also Lautsprecher an! Ein Kommentar. #USA #China #Spionage @ABaerbock @nenaofficial https://t.co/6QkmGxZaBb",0.0
387168,🎯 Grandiose Rede von @ABaerbock mit Anspielungen auf den Kanzler und die 🐆,0.0
387169,"""We are fighting a war against Russia"" (Annalena Baerbock). Welche Perspektiven gibt es mit einem solchen Satz umzugehen?
Trittin hat ihn als Lapsus interpretiert.
Mürzenich will gar nichts dazu sagen. 
Was denkt Ihr?",0.0
387170,"Gute Nacht,
Khamenehi ist ein mörder und IRGC ist ein Terrorist und das weiß ganze Welt. #IRGCterrorists #IranRevoIution #MahsaAmini 
@Bundeskanzler @ABaerbock @EmmanuelMacron @JamesCleverly @JosepBorrellF 
33- Rozbeh Khademi ist in Karaj geschossen worden.
#عليه_فراموشى https://t.co/St5iYwmnoS",0.0
387171,"Hallo Frau @ABaerbock !
Sie sind Mutter
Sie haben Kinder
Sie haben einst verkündet, sich für die Freilassung von Julian #Assange
einzusetzen! Bitte erfüllen Sie das!
#FreeJulianAssange #FreeAssange https://t.co/85QbeIY3Zm",0.0
387172,"Die Klimaspinner haben das gleiche Problem, das ja auch Leuten wie Habeck und Baerbock immer wieder auf die Füße fällt:

Man muss sie nur reden lassen, der Unsinn, den sie dann von sich geben, entlarvt sie vollständig und schnell.

Gebt ihnen möglichst viel Raum für freie Rede!",0.0
387173,Bärbock ist zurück getreten 🙏,1.0
387174,"https://t.co/oao3c41Z5f

dieBasis zeigt Außenministerin Baerbock beim Internationalen Strafgerichtshof an

    04.02.2023Redaktion (sn)Allgemein, Pressemitteilung

Pressemitteilung der Partei Basisdemokratische Partei Deutschland dieBasis",1.0
387175,Baerbock treten Sie sofort zurück!Sie gefährden unsere Zukunft!,0.0
387176,"Die Lachnummer der Nation haha la la

Außenministerin Baerbock wird neue Ritterin des Aachener Ordens

https://t.co/MyZXn5QfSH",0.0
387177,"Baerbock muss weg https://t.co/HoTSwgZFFH via @UnsereZeit_UZ 
#DKP  #Ahrensburg #BadOldesloe #Bargteheide #Barsbüttel #Glinde #Großhansdorf #Oststeinbek #Reinbeck #ReinfeldHolstein #Trittau #UZ",0.0
387178,"Anzeige gegen #Baerbock  https://t.co/fBhv2L4hbM
#frieden #wirsindnichtimkrieg",1.0
387179,"Ein Politiker, der etwas verspricht was wir erst in 22 Jahren überprüfen können, ist .....  (gebt euch selbst die Antwort)

Ach so, es ist die @ABaerbock https://t.co/g31Gzj46fX",0.0
387180,Annalena Baerbock erhält Karnevalsorden https://t.co/X1jLVCpNI0 https://t.co/7BAnTwPowy,0.0
387181,Orden für Baerbock: So war ihre Rede bei der Verleihung in Aachen https://t.co/HKXsc3lADo via @wdr,0.0
387182,"#Russland und #Ukraine-#Verluste nach #MOSSAD-#Informationen. Die #Verlustzahlen der #Ukrainer sind unglaublich! 

#Putin #Biden #Selenskyj #Panzer #Leopard #Kampfjets #Uboote #Baerbock #Pistorius #Scholz #StrackZimmermann #NATO #Nafo #UAF #Wagner #Israel #USA #BND #Leaks #Krieg",0.0
387183,"Heute ist Wikileaks-Gründer Julian #Assange seit 1397 Tagen in Isolationshaft @ABaerbock. Seit 3884 Tagen ist er seiner Freiheit beraubt, weil er US-Kriegsverbrechen und Folter veröffentlichte. #FreeAssange #FreeAssangeNOW https://t.co/Ifa6KAaC0K",0.0
387184,"Außenministerin Baerbock: ""Wir sind mit Russland im Krieg"" #shorts #poli... https://t.co/bIyc6eRQjN via @YouTube",0.0
387185,"#Upahl Die Bürger von Upahl haben einfach nicht @ABaerbock ""Wir haben Platz"" Zitat verstanden. Wobei ich noch nicht gehört habe, das das Dorf in BRB wo Baerbock wohnt, auch 500 Flüchtlinge aufnimmt. Warum wohl nicht?",1.0
387186,"Eine starke Rede mit viel Witz und der richtigen Prise Polititk. Danke, dass Du unsere Außenministerin bist, Annalena #Baerbock!",0.0
387187,"""Dass wir hier in Deutschland übereinander, aber vor allem auch miteinander lachen können. Das ist, was zählt."" @ABaerbock am 4.2.23, Aachen, #owdte23",0.0
387188,"Spieglein, Spieglein an der Wand – Scholz, Habeck, Baerbock und die feud... https://t.co/vcWd0qbTuw via @YouTube",0.0
387189,Ich habe das iranische Konsulat nach Hessam Mohammadi Tabar (18 J.) gefragt. Er wurde am 2.1. in Javanrud festgenommen. Seitdem gibt es keine Informationen über seinen Verbleib und Zustand.Auch @ABaerbock habe ich um Unterstützung gebeten #IranRevolution2023 @daniela_sepehri,0.0
387190,"Schon ältereres Highlight DER FRAU .
TAUSENDE Flüge, 8-10 Millionen Menschen. Damals hat sie bereits in Superlativen geschwelgt.
@ABaerbock https://t.co/jT6ogikvsD",0.0
387191,Die Lage ist in #Khoy ist immer noch sehr kritisch. Weiterhin wird Hilfe den Menschen verwehrt. Zu allem Übel wird dies noch mit einem religiösen Geblubber gerechtfertigt. Ich sags nochmal: dieses Regime hat keine Existenzberechtigung. FYI: @ABaerbock,0.0
387192,Baerbock witzelt über Leoparden-Kostüm Ich habe einen spannenden Artikel gefunden. https://t.co/RNi1aEVRKF,0.0
387193,"Ich Lese in meiner TL oft ie Frage nach Frau Baerbock und wo ist ist.
Also ich Vermisse sie nicht!",0.0
387194,"#baerbock ""ich wollte eigentlich als #leopard kommen. aber dann hatte ich doch etwas sorge, dass mir das kanzleramt wochenlang keine reisegenehmigung erteilt. "" 

Herrlich, oder?! @CarloMasala1 #karneval #aachen",0.0
387195,Kurzer Weihnachtsgruß an Annalena Baerbock https://t.co/uF8lVKuVXA via @YouTube,0.0
387196,Aus meiner Sicht geht es bei dieser Petition und ihrem Schneckentempo nicht mit rechten Dingen zu (open petition baerbock rücktritt) ... Twitter ließ sie mich gerade leider wieder nicht twittern ... Jetzt verstehe ich ...  #Berlin #Berlinwahl Berlinwahl #Berlinwahlen2023 ......,1.0
387197,Aus meiner Sicht geht es bei dieser Petition und ihrem Schneckentempo nicht mit rechten Dingen zu (open petition baerbock rücktritt) ... Twitter ließ sie mich gerade leider wieder nicht twittern ... Jetzt verstehe ich ...  #Berlin #Berlinwahl Berlinwahl #Berlinwahlen2023 .,1.0
387198,Aus meiner Sicht geht es bei dieser Petition und ihrem Schneckentempo nicht mit rechten Dingen zu (open petition baerbock rücktritt) ... Twitter ließ sie mich gerade leider wieder nicht twittern ... Jetzt verstehe ich ...  #Berlin #Berlinwahl Berlinwahl #Berlinwahlen2023,1.0
387199,"Wie einige Konservative sich angesichts solcher #CDU Ministerpräsidenten noch der Illusion hingeben können, dass die CDU noch zu retten ist, erschließt sich mir immer weniger. #Baerbock #Wüst",0.0
387200,"Die Abschaffung des Mittelstandes durch Habeck, Baerbock, Özdemir und Co. https://t.co/Dzne8aIpUY",1.0
387201,"Er gilt als höchste karnevalistische Ehrung: Außenministerin Annalena Baerbock nimmt in Aachen den Orden wider den tierischen Ernst entgegen – und bekommt den größten Applaus, als sie über ernste Themen spricht. https://t.co/0wDSHq9EEQ",0.0
387203,Offensichtlich der gleiche Abi-Jahrgang wie #Baerbock,0.0
387204,Gefährliche Eskalation: „BAERBOCK ist eine tickende ZEITB….“ https://t.co/Xn52eIXWXa via @YouTube,1.0
387205,"Endlich hat #Baerbock eine Aufgabe gefunden, die ihren Fähigkeiten entspricht. 
#OwdtE",0.0
387206,Wer diese Frau auszeichnet hat nicht alle Tassen im Schrank und begibt sich auf das gleiche Niveau wie Baerbock. Hoffentlich gehört Baerbock bald zum Müll der Geschichte.,0.0
387207,"Dass @ABaerbock Humor hat, wär hätte das gedacht. Oder ist jetzt der Karneval woke?",0.0
387209,"Ich kann‘s kaum erwarten. Wann hält #Baerbock endlich wieder eine launige #Büttenrede in #Moskau, #Kiew oder vor den Vereinten Nationen?
https://t.co/QkGIaf1ukZ",1.0
387210,Iris Berben hat fertig. #Baerbock,0.0
387211,"#Kiew ist das Zentrum und der Ursprung russischer Kultur (Kiewer Rus). Hat wirklich jemand geglaubt, dass die Russen ihre eigentliche Wiege jemals dem Westen, d.h einem kulturlosen Einwandererland wie den USA ausliefern würden ? Keiner ausser Tölpeln wie 
@ABaerbock",0.0
387212,Die Deutschen haben Baerbock nach frechen Worten über Russland zum Schwe... https://t.co/k4t4crNPwp via @YouTube,1.0
387213,Deutsche Außenministerin Annalena Baerbock erklärt Russland den Krieg (Unsere Zeit) https://t.co/V4AI8U7f2M,1.0
387214,"„Ich habe sehr lange überlegt, was meine heutige Verkleidung angeht. Ich wollte eigentlich als Leopard kommen.“

Die Rede von Außenministerin @ABaerbock anlässlich der Verleihung des „Ordens Wider den Tierischen Ernst“ ist es wert, im Wortlaut dokumentiert zu werden:

1/2 https://t.co/Br5Ug1YBgy",0.0
387215,"#WiderDenTierischenErnst in #Aachen: @ABaerbock sei ""dankbar, in einem Land zu leben, in dem man trotz allem miteinander und übereinander lachen könne"" 
https://t.co/lqf5Kp8lLB #Baerbock #Orden #Verleihung #Karneval",0.0
387216,"#Berlin ist wie #Baerbock - so tapsig dumm, dass man trotz aller Unfähigkeit auch ein wenig Mitleid hat. 
#BerlinWahlen2023",0.0
387217,Baerbock in 2 Minuten: Das Annalena-Team im Ukraine Krieg - Zusammenscha... https://t.co/kTgp3Fn5S7 via @YouTube,0.0
387218,"Baerbock in 2 Minuten: Das Annalena-Team, Aktuelle Stunde im Buntestag -... https://t.co/tjc8ktoYPL via @YouTube",0.0
387219,Baerbock in 2 Minuten: Das Annalena-Team in Kiew Ukraine Januar 2022 - Z... https://t.co/Jjn8cX6Ob1 via @YouTube,0.0
387220,Baerbock in 2 Minuten: Das Annalena-Team in Moskau Januar 2022 - Zusamme... https://t.co/CV3SWQ9hAx via @YouTube,0.0
387221,Baerbock in 1 Minute: Das Annalena-Team und Strack-Z. erleben Pistorius ... https://t.co/N2POwC9cjA via @YouTube,0.0
387222,"Hat sich eigentlich auch nur einer von den fleißigen (Oliv)grünen Waffenlieferungsbefürwortern mal darüber beklagt, was für Unmengen CO2 durch diesen verfluchten Krieg in der #Ukraine rausgeblasen werden? #Russland #Bundesregierung #Baerbock #Scholz #hofreiter",0.0
387223,„Moderne Ritterin im besten Sinne“: Annalena Baerbock erhält Karnevalsorden https://t.co/K0FI8vZmCT via @welt Für ihre Dauerkarnevalsveranstaltung im Bundestag hat sie den Orden auch verdient .,1.0
387224,"Reitschuster deckt auf!

Erst traute ich ja meinen Augen nicht, als mir ein  Leser schrieb, dass Annalena Baerbock Funktionärin im ""Algerischen Kriegsveteranenverein"" ist. 

Aber dann schickte mir ein Insider ein Foto. Sogar die Mitgliedsnummer ist drauf. Doch sehen Sie selbst: https://t.co/ivezhh1jO9",1.0
387225,GE - Die Welt: Annalena Baerbock erhält Karnevalsorden https://t.co/a1bGn1xqgX,0.0
387226,"""Dieser Versprecher ... legt ihr Mindset praktisch offen. Von Annalena @ABaerbock ist nicht zu erwarten, dass sie diplomatisch nochmal aktiv wird.""

Aus der Reihe: ""Die öffentliche Selbstverbrennung einer deutschen Außenministerin.""",1.0
387227,Deutsche Polizei das sind eure Ukrainischen Kollegen und wird das auch in Deutschland irgendwann los gehen durch eure Unterstützung wenn wir alle für Scholz/Bärbock und Habeck in den Krieg gezwungen werden sollen. https://t.co/SIiavveTvG,1.0
387228,"Nie fiel mir eine Unterschrift leichter.🙋🏻‍♂️

Unterschreiben: #Initiative Wir fordern den sofortigen Rücktritt  von  der  Bundes Außenministerin   Baerbock https://t.co/q5QyU0YKG7 via @openPetition",0.0
387229,"Hier sitzen 2 Besoffene fette Bayern an der Theke, die sich erst beschwert haben dass das Bier zu teuer ist, dann sich über die Politik beschwert haben, sich über Annalena Baerbock lustig gemacht haben und dann erzählten dass jagen gehen in Namibia ja schon geil wär",0.0
387230,"Leev Jecke, für üch nun in der Bütt: „Et jefanzerte Ost-Kokainschen“ 🤡#GruenenInkompetenz #Baerbock https://t.co/4DMMewbco5",0.0
387231,"Die Aussage von Baerbock: ""Wir führen Krieg gegen  Russland"",  wird auch in England gemacht. Diese Polit-Lügner wollen deutsche und NATO-Soldaten in den Krieg schicken! Genau das wird ja unterschwellig auch von Strack-Zimmermann und Habeck gesagt! Hört genau hin! https://t.co/V4fUiirI9T",1.0
387232,Gestern durfte sie mal wieder öffentlich plappern… @ABaerbock https://t.co/wyxJ5VDSk2,0.0
387233,Wo ist eigentlich Frau #Baerbock? Hat sie Redeverbot?,1.0
387234,Gefährliche Eskalation: „BAERBOCK ist eine tickende ZEITB….“ https://t.co/GjrZYa3n98 via @YouTube,1.0
387235,"Er gilt als höchste karnevalistische Ehrung: Außenministerin Annalena Baerbock nimmt in Aachen den Orden wider den tierischen Ernst entgegen – und bekommt den größten Applaus, als sie über ernste Themen spricht. https://t.co/UU5afJpSQZ",0.0
387236,"Er gilt als höchste karnevalistische Ehrung: Außenministerin Annalena Baerbock nimmt in Aachen den Orden wider den tierischen Ernst entgegen – und bekommt den größten Applaus, als sie über ernste Themen spricht. https://t.co/b5iQi5tyC5",0.0
387237,Ukrainer beschiessen mit Deutschen Scholz/Bärbock Waffen wieder Donezk wie die letzten 8 Jahre schon. https://t.co/fn0c1tlvVt,0.0
387238,"....die sich für #Frieden , #Freiheit und #Demokratie einsetzen. ??  Frau @ABaerbock ?? Haben Sie da Beispiele ??  @HendrikWuest die Frau @ABaerbock  steht für Krieg, Waffenlieferungen und befürwortete den Impfzwang  - geht es noch schlimmer ??@GrueneBundestag @CDUNRW_Fraktion",0.0
387239,"Der Schneider 😂🤪🤪
Wer zum Geier macht all die miserable Kleidung für Frauen Politiker, wie Roth und baerbock ect... Merkel. Ist sicher die Frau Roth die den verrückten Stil verscherbelt, oder?",1.0
387240,"Baerbock  gab im Jahr 2022/ 136.000€ Steuergeld aus. 856,05 € netto beträgt die monatliche Durchschnittsrente für Frauen. Was empfindet eine Rentnerin die 40 Jahre lang hart gearbeitet hat beim Lesen einer solchen Meldung? Die Grünen haben jeglichen Anstand &amp; Moral verloren. https://t.co/kE4SUUjDFJ",0.0
387242,Eigentlich war Greenpeace mal eine Umweltorganisation: @greenpeace_de : Wieviel Umweltschäden hat Russland in der Ukraine auf Jahre hin erzeugt? Der Mindset von Greenpeace ist offengelegt @ABaerbock,0.0
387244,Bundesaußenministerin Annalena Baerbock hat den Orden wider den tierischen Ernst erhalten. Ist der Spagat zwischen Krieg und Karneval gelungen? https://t.co/KlHgigqWGP,0.0
387245,Sahra Wagenknecht in Berlin 26 Januar 2023 über Annalena Baerbock und Au... https://t.co/BDAJug9mqo via @YouTube,0.0
387246,#quotenfrau #baerbock ist trotzdem richtig im amt. was sagt Ihnen das ??,0.0
387248,"… den Orden erhält Annalena Baerbock sicher doch nur, weil sie Russland den Krieg erklärt hat; leider bin ich nicht in so einer Stellung das tun zu können, ergo auch kein Orden ! https://t.co/wyUqIsAmqv",1.0
387249,"Frau @ABaerbock setzt sich für Frieden ein??  Hören Sie nicht,wie sie für Aufrüstung u.Waffenlieferungen trommelt,zudem Verhandlungen strikt ablehnt. Mental befindet sie sich im Krieg mit Russland. 
Grüne-Wähler schmerzt, wie diese Partei zur Kriegspropagandamaschine mutiert ist.",1.0
387250,Annalena Baerbock auf Staatsbesuch in Alaafistan 🥳,0.0
387251,Orden für feministische Pflege und Auslegung der deutschen Sprache ? #Baerbock,0.0
387252,"Den Orden hat sich @ABaerbock @GrueneBundestag  wirklich verdient  -  die ganze Welt lacht bei jeden ihrer Auftritte - wer hat so etwas schon vorzuweisen 
@HendrikWuest - das hat vorher kein OrdensritterIn geschafft ...Gratulation Frau Bearbock",0.0
387253,"Der andauernde #AmharaGenocide in Äthiopien ist eine weitere Krise, die sich sichtbar entfaltet, während die Welt zusieht. Viel zu oft kommt es zu Interventionen und Aufschreien der internationalen Gemeinschaft, wenn sich eine Krise verschärft hat.
@GerEmbAddis @ABaerbock 2",0.0
387254,"🥳Neue Ritterin des Aachener Ordens gewählt: Baerbock bekommt Karnevalsorden.
PS: ""Sie habe lange überlegt, was ihre Verkleidung angehe. Die Verkleidung als Leopard schied aus – sie habe Sorge gehabt, dass das Kanzleramt keine Reisegenehmigung erteilt hätte."" https://t.co/a6UaxDccdz",0.0
387255,"Es ist wichtig, unfähiges Personal sorgfältig zu führen oder gegebenenfalls eben auch einzuschränken. 

Habeck ist übrigens medial auch unsichtbar geworden. 

#Scholz
#Baerbock 
@GrueneBundestag",0.0
387256,#Berlin #Berlinwahlen2023 Berlin Berlinwahl #Berlinwahl baerbock habeck merz scholz lindner lauterbach faeser #grünermist #kriegstreiber,1.0
387257,Karnevalsorden für Annalena Baerbock #Aachen #Karneval https://t.co/NzTFt5qgWp,0.0
387258,"https://t.co/kMm4BgXG3q
Bei in dieser Kriegstreiberin
geht mir das Herz auf, nehmt
Baerbock und Roth gleich mit dazu.",1.0
387259,"Karnevalsorden für Baerbock

https://t.co/YrCjWQwS5O",0.0
387260,Karnevalsorden für Annalena Baerbock #Aachen #Karneval https://t.co/ZxlAcp55sk,0.0
387261,"Genau wie Frau #Baerbock bei der Bundestagswahl, wird Frau #Jarasch bei der Berlin-Wahl Schiffbruch erleiden.
Und alles daran ist schön.",0.0
387262,"Annalena #Baerbock  bekam den Orden für Humor+Menschlichkeit im Amt 🤮Beim durchlesen war mir klar, welche Elite unserer Politik, sich hier selber feiert. Alaaf 🥳🥳 #GrueneDoppelmoral #GrueneSekte #RegierungDerSchande  https://t.co/DpSPqHehvj",1.0
387263,"Gute Tag,
Khamenehi ist ein mörder und IRGC ist ein Terrorist und das weiß ganze Welt. #IRGCterrorists #IranRevoIution #MahsaAmini 
@Bundeskanzler @ABaerbock @EmmanuelMacron @JamesCleverly @JosepBorrellF
32- Seyd Mehdi Yousefi ist in Zanjan geschossen worden. #عليه_فراموشى https://t.co/0zdZyfHl5m",0.0
387264,"""Es wächst zusammen, was zusammen gehört!""

Annalena Baerbock bekommt den Karnevalsorden ""wider den tierischen Ernst"" verliehen. https://t.co/nDjKBNLPsN via @GoogleNews",0.0
387265,"Weshalb ich die #Ampel und #vonderLayen als Betrüger und Verbrecher ansehe? Dieses Video könnte dazu beitragen meine Denkweise zu verstehen.

@ABaerbock 
@C_Lindner
@Bundeskanzler 
#Habeck
@emiliafester 
@MAStrackZi 

Und all die anderen Verbrecher! https://t.co/kCrQXM2E5W",1.0
387266,"Die einzigen diplomatischen Reisen, die der Bundeskanzler seiner Außenministerin #Baerbock noch erlaubt, nachdem sie #Russland auf ihrer letzten diplomatischen Mission versehentlich ganz offiziell den #Krieg erklärt hat. Sie käme ja schließlich auch „eher aus dem #Völkerrecht“.🧐 https://t.co/PE8Uv4xUoz",1.0
387267,"Soso #Baerbock die Russland mal eben den Krieg erklärte, kriegt einen Orden? Für #Frieden? 
Mit Eine der größten #Kriegstreiber hier😂😂 https://t.co/qqCP3dWjZG",1.0
387268,"Sie öffnen ein Portal zum Reich Satans das Böse kommt durch dieses Portal es sind schon einige da Klaus Schwab ,Boden soros habeck bärbock ect.
https://t.co/lSBqd4vhWe",1.0
387269,"Habeck, Baerbock und Lauterbach werden geowned https://t.co/D6DWSaAplS via @YouTube",1.0
387270,Auch die Internationale Vereinigung von Genozidforschern verurteilt die inzwischen seit über 50 Tagen andauernde Blockade von #Bergkarabach durch #Aserbaidschan. Von @ABaerbock gibt es weiterhin keine Verurteilung. Unsere Anfrage an das @AuswaertigesAmt bleibt unbeantwortet.,0.0
387271,"1)Alle Klimaschutz-Antrengungen in -D-laufen in Leere!Wenn wir unseren Wohlstand opfern u.d. Umwelt trotzdem verliert,weil d.Globalplayer d. Business an erster Stelle haben, bleibt uns Armut?! @Bundeskanzler @ABaerbock @c_lindner @MarcoBuschmann @_FriedrichMerz @Markus_Soeder https://t.co/wRHgX4BBJn",1.0
387272,"Lauter fliegende Umweltschützer. Pfui Teufel. Kein Wunder, dass die Klimaterroristen auch fliegen wollten. Terli Arktis. Neubauer weltweit. Baerbock dauerhaft. Vettel erübrigt sich. Jänicke, Joko und Klaas und und und.",1.0
387273,Wir stehen am Abgrund eines 3. Weltkrieges und die CDU feiert die Kriegsministerin in Aachen https://t.co/pvmJP32z5Q via @Vilstal #Baerbock #Ampel #Wüst #Merz #cdu #csu #spd #grüne #Kriegstreiber #Ukraine #Russland #Narrenorden #Aachen #AfD https://t.co/NbsPM8g8MC,1.0
